Metryka,Powtórzenie_1,Powtórzenie_2,Powtórzenie_3,Powtórzenie_4,Powtórzenie_5
Dok³adnoœæ,0.74,0.74,0.74,0.74,0.74
Czu³oœæ,0.0,0.0,0.0,0.0,0.0
Precyzja,nan,nan,nan,nan,nan
Swoistoœæ,0.9230769230769231,0.9428571428571428,0.9473684210526315,0.926829268292683,0.926829268292683
F1,0.0,0.0,0.0,0.0,0.0
Zbalansowana dok³adnoœæ,0.5,0.5,0.5,0.5,0.5
Œrednia geometryczna,0.0,0.0,0.0,0.0,0.0
