Chunk,Dok³adnoœæ,Czu³oœæ,Precyzja,Swoistoœæ,F1,Zbalansowana dok³adnoœæ,Œrednia geometryczna
0,0.8,0.0,nan,1.0,0.0,0.5,0.0
1,0.8,0.0,nan,1.0,0.0,0.5,0.0
2,0.7,0.0,nan,1.0,0.0,0.5,0.0
3,0.7,0.0,nan,1.0,0.0,0.5,0.0
4,0.78,0.0,nan,1.0,0.0,0.5,0.0
5,0.86,0.0,nan,1.0,0.0,0.5,0.0
6,0.8,0.0,nan,1.0,0.0,0.5,0.0
7,0.84,0.1111111111111111,1.0,1.0,0.19999999999999998,0.5555555555555556,0.3333333333333333
8,0.74,0.0,nan,1.0,0.0,0.5,0.0
9,0.82,0.1,1.0,1.0,0.18181818181818182,0.55,0.31622776601683794
10,0.78,0.1111111111111111,0.25,0.926829268292683,0.15384615384615383,0.518970189701897,0.3209065748941553
11,0.8,0.0,0.0,0.975609756097561,0.0,0.4878048780487805,0.0
12,0.68,0.0,0.0,0.9444444444444444,0.0,0.4722222222222222,0.0
13,0.82,0.2,0.6666666666666666,0.975,0.30769230769230765,0.5875,0.44158804331639234
14,0.8,0.16666666666666666,0.16666666666666666,0.8863636363636364,0.16666666666666666,0.5265151515151515,0.38435305739290365
15,0.76,0.23076923076923078,0.6,0.9459459459459459,0.33333333333333337,0.5883575883575883,0.4672207382974543
16,0.76,0.25,0.5,0.9210526315789473,0.3333333333333333,0.5855263157894737,0.47985743496869654
17,0.84,0.16666666666666666,0.25,0.9318181818181818,0.2,0.5492424242424242,0.3940850546557561
18,0.72,0.15384615384615385,0.4,0.918918918918919,0.2222222222222222,0.5363825363825364,0.3759948688109206
19,0.72,0.16666666666666666,0.3333333333333333,0.8947368421052632,0.2222222222222222,0.5307017543859649,0.38616422286061647
20,0.76,0.16666666666666666,0.5,0.9473684210526315,0.25,0.5570175438596491,0.39735970711951313
21,0.7,0.3333333333333333,0.36363636363636365,0.8157894736842105,0.34782608695652173,0.5745614035087719,0.5214689104456789
22,0.74,0.15384615384615385,0.5,0.9459459459459459,0.23529411764705882,0.5498960498960499,0.3814841353583993
23,0.9,0.25,0.3333333333333333,0.9565217391304348,0.28571428571428575,0.6032608695652174,0.48900964692182575
24,0.82,0.375,0.42857142857142855,0.9047619047619048,0.39999999999999997,0.6398809523809523,0.5824823725107175
25,0.84,0.36363636363636365,0.8,0.9743589743589743,0.5000000000000001,0.668997668997669,0.5952414252321105
26,0.72,0.0,0.0,0.8780487804878049,0.0,0.43902439024390244,0.0
27,0.78,0.36363636363636365,0.5,0.8974358974358975,0.4210526315789474,0.6305361305361306,0.5712620469979836
28,0.7,0.09090909090909091,0.16666666666666666,0.8717948717948718,0.11764705882352942,0.4813519813519814,0.2815210103244148
29,0.76,0.38461538461538464,0.5555555555555556,0.8918918918918919,0.4545454545454546,0.6382536382536382,0.5856921913730309
30,0.86,0.6,0.375,0.8888888888888888,0.4615384615384615,0.7444444444444445,0.7302967433402214
31,0.84,0.75,0.5,0.8571428571428571,0.6,0.8035714285714286,0.8017837257372731
32,0.74,0.36363636363636365,0.4,0.8461538461538461,0.380952380952381,0.6048951048951049,0.5547001962252291
33,0.7,0.25,0.3333333333333333,0.8421052631578947,0.28571428571428575,0.5460526315789473,0.45883146774112354
34,0.68,0.25,0.3,0.8157894736842105,0.2727272727272727,0.5328947368421053,0.4516053237297504
35,0.74,0.5,0.23076923076923078,0.7727272727272727,0.3157894736842105,0.6363636363636364,0.621581560508061
36,0.82,0.42857142857142855,0.375,0.8837209302325582,0.39999999999999997,0.6561461794019934,0.615416559354913
37,0.74,0.3076923076923077,0.5,0.8918918918918919,0.380952380952381,0.5997920997920998,0.5238590215203652
38,0.8,0.0,0.0,0.9090909090909091,0.0,0.45454545454545453,0.0
39,0.78,0.2,0.4,0.925,0.26666666666666666,0.5625,0.4301162633521314
40,0.72,0.4,0.5454545454545454,0.8571428571428571,0.4615384615384615,0.6285714285714286,0.5855400437691199
41,0.76,0.46153846153846156,0.5454545454545454,0.8648648648648649,0.4999999999999999,0.6632016632016633,0.6317977517911877
42,0.86,0.5,0.7142857142857143,0.95,0.588235294117647,0.725,0.689202437604511
43,0.64,0.4,0.25,0.7,0.3076923076923077,0.55,0.529150262212918
44,0.68,0.25,0.16666666666666666,0.7619047619047619,0.2,0.5059523809523809,0.4364357804719847
45,0.76,0.2857142857142857,0.6666666666666666,0.9444444444444444,0.4,0.6150793650793651,0.5194624816493197
46,0.64,0.2727272727272727,0.23076923076923078,0.7435897435897436,0.24999999999999994,0.5081585081585082,0.45033010425376047
47,0.68,0.4117647058823529,0.5384615384615384,0.8181818181818182,0.4666666666666667,0.6149732620320856,0.5804294924639212
48,0.76,0.2222222222222222,0.2857142857142857,0.8780487804878049,0.25,0.5501355013550135,0.44172610429938614
49,0.78,0.6,0.46153846153846156,0.825,0.5217391304347826,0.7124999999999999,0.7035623639735143
50,0.76,0.0,0.0,0.926829268292683,0.0,0.4634146341463415,0.0
51,0.8,0.625,0.4166666666666667,0.8333333333333334,0.5,0.7291666666666667,0.7216878364870323
52,0.74,0.2857142857142857,0.2,0.813953488372093,0.23529411764705882,0.5498338870431894,0.4822428221704121
53,0.7,0.2222222222222222,0.2,0.8048780487804879,0.2105263157894737,0.513550135501355,0.42292054645983584
54,0.74,0.6666666666666666,0.375,0.7560975609756098,0.4800000000000001,0.7113821138211383,0.7099753803128714
55,0.7,0.5,0.6,0.8125,0.5454545454545454,0.65625,0.6373774391990981
56,0.76,0.6666666666666666,0.4,0.7804878048780488,0.5,0.7235772357723578,0.7213357077339458
57,0.76,0.7,0.4375,0.775,0.5384615384615384,0.7375,0.7365459931328118
